hotel_id,destination_id,surroundings
174236,3436,0
174236,227155,1
174236,294304,1
174238,5760,0
174238,41130,1
174239,2145,1
174241,328,0
174241,139863,1
174241,176419,1
174241,290269,1
174243,6748,1
174243,101750,1
174244,8291,1
174246,664,0
174247,125517,1
174248,4304,1
174249,4093,1
174249,6131,0
174249,416759,0
174249,416761,0
174251,101327,1
174255,15464,1
174256,4591,1
174256,5029,1
174256,416251,0
174257,20493,1
174258,5362,1
174259,96333,1
174259,99242,1
174261,20663,1
174263,101437,1
174264,3223,1
174264,8506,0
174264,416925,0
174265,100408,1
174268,16596,1
174269,15473,1
174269,96831,1
174270,41781,1
174271,99283,1
174272,13956,1
174272,416144,0
174273,326,1
174273,82262,0
174273,84671,0
174274,4596,1
174276,8470,1
174279,3436,0
174280,36876,1
174281,1001,1
174282,1605,1
174283,14658,1
174284,4827,1
174284,4905,0
174285,42065,1
174286,5381,1
174287,27265,1
174287,416144,0
174288,20915,1
174292,4010,1
174293,101928,1
174295,23934,1
174296,4223,0
174296,7941,0
174296,416144,0
174296,416315,0
174296,416346,0
174297,3146,0
174297,130209,1
174297,417156,0
174298,5257,1
174298,7926,0
174298,97477,1
174299,7926,0
174299,20318,1
174300,301,1
174301,1796,1
174302,98640,1
174303,650,1
174304,826,1
174305,785,1
174306,98978,1
174307,20775,1
174308,3435,1
174309,3534,0
174310,4469,1
174311,28650,1
174312,7926,0
174312,133921,1
174313,98329,1
174314,86999,1
174315,20397,1
174316,20426,1
174317,133932,1
174318,1247,1
174319,98961,1
174319,133933,1
174320,98453,1
174320,98466,1
174320,300482,1
174321,20682,1
174322,20761,1
174323,96670,1
174324,98577,1
174325,6385,1
174326,23583,1
174327,3631,1
174327,15896,1
174328,14541,1
174330,26595,1
174331,6604,1
174331,116404,1
174332,9047,1
174332,101366,1
174333,2093,1
174333,17079,1
174333,416928,1
174333,416932,0
174333,417104,0
174334,72646,1
174335,20326,1
174336,3866,1
174337,1210,1
174338,1400,0
174339,243,0
174340,37340,1
174341,6875,1
174343,114308,1
174344,20391,1
174345,5579,0
174346,5643,1
174347,8217,1
174348,4808,1
174350,3889,1
174351,2928,0
174351,416915,0
174351,417141,0
174352,8981,1
174353,15238,1
174355,4672,1
174355,14028,1
174356,14028,1
174357,1596,1
174358,101627,1
174358,237733,1
174359,5677,1
174360,676,1
174360,74559,1
174360,100554,1
174361,19370,1
174362,3301,1
174365,4591,1
174365,96370,1
174367,5643,1
174368,3144,1
174371,1400,0
174371,417072,0
174373,7011,1
174374,407,0
174375,805,0
174376,5310,0
174377,1341,1
174378,12376,1
174379,7926,0
174379,20318,1
174380,20426,1
174381,4088,1
174383,4864,0
174384,677,1
174385,375,1
174386,4872,1
174387,97058,1
174388,108334,1
174390,1273,1
174390,5839,1
174391,260,1
174392,4591,0
174392,13621,1
174392,416259,0
174393,1985,1
174395,2949,1
174396,2796,1
174397,5769,1
174398,4091,0
174399,11478,1
174401,628,1
174402,4399,1
174403,2571,1
174403,21043,1
174404,12519,0
174404,417428,0
174405,109908,1
174406,3474,0
174406,416282,0
174407,1503,0
174407,417083,0
174408,6064,1
174411,5030,1
174411,191520,0
174412,5256,1
174412,5314,0
174413,2489,1
174415,635,1
174416,8102,1
174416,100328,1
174417,17787,1
174418,5681,0
174419,4672,1
174420,26083,1
174421,1294,1
174422,13704,1
174424,4088,1
174426,6825,0
174426,417351,0
174427,143393,1
174428,1796,1
174429,5938,1
174429,31571,1
174430,144033,1
174430,416144,0
174433,6981,1
174434,4082,0
174434,7873,0
174436,36705,1
174437,1481,1
174438,789,0
174438,417039,0
174439,60052,1
174440,7926,0
174440,97582,1
174442,4902,0
174442,417260,0
174444,7463,0
174444,416920,0
174445,5761,0
174447,20753,1
174448,96580,1
174449,4091,0
174451,13353,1
174451,417485,0
174453,5837,1
174453,54949,1
174454,6291,1
174455,4849,1
174456,8359,1
174457,3981,1
174458,7738,1
174458,12771,1
174458,290635,1
174459,5879,1
174461,15927,1
174462,6624,1
174463,101027,1
174464,2061,0
174464,417102,0
174465,1957,0
174467,6380,1
174470,2661,1
174471,5840,1
174472,5829,0
174472,417309,0
174473,143854,1
174473,233678,1
174473,416144,0
174474,2992,1
174475,1365,1
174476,390,1
174477,100829,1
174478,6900,1
174480,2378,1
174481,100181,1
174482,4591,0
174482,416234,0
174483,46172,1
174484,2826,0
174485,4872,1
174486,15663,1
174488,4591,0
174488,416247,0
174488,416266,0
174488,417238,0
174491,2981,1
174492,19298,1
174493,5046,1
174494,3224,1
174495,80702,1
174496,12422,1
174497,37281,1
174499,4685,1
174499,86519,1
174499,104999,1
174500,2061,0
174500,417102,0
174502,684,1
174503,1300,0
174503,417064,0
174504,2018,1
174505,6577,0
174505,12535,1
174505,416894,0
174506,3473,0
174506,417172,0
174507,14150,1
174507,30280,0
174508,2293,1
174509,100290,1
174510,124376,1
174511,5612,1
174513,1625,1
174515,3061,1
174516,4591,0
174516,416255,0
174516,417238,0
174517,7503,1
174518,384,1
174519,13378,1
174520,102152,1
174521,100118,1
174522,1796,1
174523,5711,0
174523,6994,1
174523,416741,0
174523,417295,0
174524,725,1
174525,3474,0
174525,416285,0
174525,416295,0
174525,417003,0
174526,86759,1
174527,14207,1
174528,117593,1
174529,3607,0
174530,142866,1
174531,2826,0
174533,95716,1
174534,95804,1
174535,95670,1
174536,1365,1
174537,95797,1
174538,6688,1
174539,5366,1
174540,20945,1
174541,9449,1
174542,2061,0
174542,417102,0
174543,104634,1
174544,116594,1
174545,75480,1
174546,11883,0
174546,134829,1
174547,116001,1
174548,5958,1
174549,20932,1
174549,115619,1
174550,2560,0
174551,89423,1
174552,3631,0
174552,417181,0
174553,89362,1
174554,6425,1
174555,114605,0
174556,6739,1
174557,729,1
174558,29945,1
174558,129018,1
174559,25826,1
174560,5553,1
174561,6846,1
174562,5386,0
174562,78597,1
174563,4591,0
174563,416241,0
174564,24205,1
174565,1420,1
174566,8158,1
174567,4168,1
174568,2882,0
174568,417138,0
174569,1412,1
174569,86152,1
174571,2004,1
174572,71645,1
174573,2086,0
174573,4773,1
174573,416696,0
174575,25934,1
174576,100974,1
174577,1300,0
174578,2362,0
174579,6577,0
174579,13915,1
174579,416893,0
174580,14206,1
174583,895,0
174583,417053,0
174584,95773,1
174586,106250,1
174588,3474,0
174588,416281,0
174588,416284,0
174588,416302,0
174588,417003,0
174589,100399,1
174590,7778,0
174592,24824,1
174592,30280,0
174593,6898,0
174593,417354,0
174595,2399,1
174595,7088,0
174595,416681,0
174596,3285,1
174597,4591,0
174597,416244,0
174599,5781,0
174600,399,1
174600,143135,1
174601,6708,1
174602,3990,1
174603,144557,1
174604,6898,0
174604,417354,0
174605,4591,0
174605,96398,0
174605,416265,0
174605,417238,0
174606,4591,0
174606,416247,0
174607,101771,1
174609,5173,1
174611,4591,0
174611,96398,0
174611,416265,0
174611,417238,0
174613,17468,1
174614,5907,1
174616,698,1
174617,6100,1
174618,5651,0
174618,417290,0
174619,123515,1
174620,608,1
174621,4374,1
174623,100890,1
174624,3024,1
174624,101677,1
174624,131056,1
174625,100896,1
174626,100343,1
174627,98591,1
174628,6131,0
174628,417326,0
174629,116042,1
174630,1824,1
174631,1896,0
174632,119905,1
174633,676,1
174634,2634,1
174635,3811,1
174638,1938,1
174639,5273,1
174639,5386,0
174640,1774,1
174643,117978,1
174644,6863,1
174645,6259,1
174646,144531,1
174648,39059,1
174649,5834,0
174650,113558,1
174652,3588,1
174653,14028,1
174654,130677,1
174656,6497,1
174657,8079,0
174658,23003,1
174659,13849,1
174660,3924,1
174661,5837,0
174662,143350,1
174664,6577,0
174664,13915,1
174664,416893,0
174665,14289,1
174666,14628,1
174667,4756,1
174668,1951,1
174669,1403,1
174670,139935,1
174671,2263,1
174672,5500,1
174674,6380,1
174675,38550,1
174676,36972,1
174677,3146,0
174677,417156,0
174678,7175,0
174678,417369,0
174679,27116,1
174681,144318,1
174682,17126,1
174684,410,0
174684,417024,0
174685,37687,1
174688,2381,1
174689,2378,1
174691,21380,1
174692,1110,1
174693,2432,1
174694,79358,1
174695,850,1
174698,846,1
174699,36947,1
174700,99533,1
174700,133873,1
174701,4406,0
174701,417230,0
174702,13704,1
174703,4423,1
174704,71225,1
174705,17782,1
174706,1620,1
174707,4314,1
174708,37712,1
174709,17105,1
174710,1588,1
174711,6455,1
174711,6577,0
174711,416893,0
174711,416896,0
174712,3865,1
174713,3874,0
174713,417190,0
174714,4849,1
174715,6611,1
174716,2826,0
174716,417133,0
174717,936,0
174718,1419,1
174719,4415,0
174719,417231,0
174721,13815,1
174722,14633,1
174722,416144,0
174723,5328,0
174723,6787,1
174725,4259,0
174727,328,0
174727,1576,1
174727,5386,0
174729,16641,1
174730,111106,1
174731,4415,0
174732,95610,1
174733,5630,0
174733,416630,0
174734,3820,0
174735,6964,0
174736,116386,1
174738,12693,1
174740,4071,0
174741,126503,1
174742,8915,1
174743,4909,1
174744,20442,1
174745,776,1
174747,5447,1
174747,5630,0
174747,416624,0
174748,3419,1
174749,357,1
174750,14190,1
174751,15288,1
174752,1446,0
174752,417078,0
174753,5920,1
174753,416144,0
174754,4591,0
174754,416234,0
174755,2491,0
174756,25905,1
174757,17513,1
174758,15308,1
174759,14152,1
174760,3491,0
174761,3029,0
174761,30371,0
174761,188482,0
174761,195855,0
174762,8625,1
174764,13829,1
174765,99942,1
174766,1382,0
174766,417068,0
174767,1400,0
174767,20648,1
174767,416851,0
174768,2004,1
174769,13573,1
174771,783,0
174771,265059,0
174771,266344,1
174771,416700,0
174771,417037,0
174773,95880,1
174775,3255,1
174776,288,0
174776,416945,0
174776,417016,0
174777,1300,0
174778,93684,1
174779,5570,1
174780,2144,1
174780,191520,0
174780,417473,0
174781,139970,1
174783,12519,0
174783,417428,0
174784,6158,1
174785,118,0
174785,417002,0
174786,5829,0
174786,417309,0
174787,12519,0
174787,417428,0
174788,25905,1
174789,2650,1
174790,30280,0
174790,37179,1
174791,4038,1
174792,1115,1
174792,5630,0
174792,416620,0
174792,417288,0
174793,13909,1
174794,5988,1
174795,25472,1
174796,6678,1
174798,3523,1
174799,2708,1
174800,6995,1
174801,2577,1
174802,5194,1
174803,2093,1
174804,96369,1
174805,5070,1
174806,5555,1
174807,2086,0
174807,416688,0
174807,417103,0
174809,3967,1
174810,22406,1
174811,6131,0
174811,417326,0
174813,1630,1
174814,1382,0
174814,417068,0
174816,1382,0
174816,417068,0
174818,2091,1
174819,6406,1
174820,6619,1
174821,5724,0
174822,906,0
174822,1546,1
174822,416786,0
174823,4128,0
174823,416998,0
174824,81245,1
174825,6744,1
174826,19564,1
174827,4591,0
174827,5029,1
174827,416251,0
174828,12613,1
174829,8158,1
174830,6989,1
174831,116049,1
174832,6978,1
174833,108839,1
174834,3473,0
174834,416115,0
174834,416411,0
174834,416426,0
174834,417172,0
174835,19535,1
174836,4222,1
174837,1382,0
174838,1114,1
174839,1726,1
174840,5052,1
174841,5605,1
174842,2996,0
174842,15038,0
174842,416873,0
174844,123512,1
174845,3474,0
174845,416284,0
174846,12500,1
174847,72821,1
174849,98383,1
174851,39341,1
174852,4406,0
174852,417230,0
174853,5579,0
174854,2326,1
174855,124,0
174855,417006,0
174856,13987,1
174859,4319,1
174860,1367,1
174861,142985,1
174862,6577,0
174862,13896,1
174862,416893,0
174864,26443,1
174865,7401,0
174865,417380,0
174866,98283,1
174869,6858,1
174870,6619,1
174871,5730,1
174872,1462,1
174873,4647,0
174873,417243,0
174874,4650,0
174874,416702,0
174874,417244,0
174875,636,1
174876,4057,1
174877,299,0
174877,417017,0
174878,1943,1
174879,17518,1
174880,324,1
174882,14085,1
174883,4579,1
174885,72783,0
174886,5386,0
174886,5843,1
174886,8225,0
174886,416983,0
174888,2739,1
174891,2195,1
174891,7474,1
174892,37376,1
174893,715,1
174894,15299,1
174895,13903,1
174896,140821,1
174897,2061,0
174897,417102,0
174898,6480,1
174899,14028,1
174900,142773,1
174901,2520,1
174901,13972,1
174902,101289,1
174904,2086,0
174904,15304,1
174904,416697,0
174905,14778,1
174906,2168,1
174906,5711,0
174906,416735,0
174907,2390,1
174909,1642,1
174911,145150,1
174912,189,1
174913,2511,1
174913,4459,0
174913,416987,0
174914,1397,0
174915,5829,0
174916,7175,0
174916,417369,0
174917,4376,1
174918,4279,1
174919,1592,1
174920,1377,1
174920,7041,1
174920,265525,1
174921,4591,0
174921,416257,0
174921,417238,0
174922,4591,0
174922,416257,0
174922,417238,0
174923,940,1
174926,45668,1
174928,5802,1
174928,7873,0
174928,416827,0
174930,2061,0
174930,417102,0
174931,2159,1
174933,3029,0
174933,188482,0
174933,195855,0
174933,416121,0
174933,417150,0
174933,417448,0
174933,417472,0
174933,417474,0
174934,25284,1
174935,469,1
174936,4460,1
174937,6067,1
174938,1596,0
174938,417087,0
174939,5651,0
174939,417290,0
174941,2491,0
174941,417119,0
174942,4756,1
174943,140086,1
174944,5707,1
174945,5516,1
174946,4248,0
174946,417218,0
174948,12486,1
174949,539,1
174951,918,0
174951,417058,0
174952,7527,1
174952,69926,1
174953,6696,1
174955,4223,0
174955,7941,0
174955,416144,0
174955,416315,0
174955,416345,0
174955,416357,0
174955,417215,0
174955,417397,0
174956,5889,0
174956,30280,0
174956,416313,0
174956,416332,0
174958,4223,0
174958,7941,0
174958,416144,0
174958,416315,0
174958,416338,0
174958,417215,0
174958,417397,0
174959,7175,0
174961,3474,0
174961,416281,0
174961,416284,0
174961,417003,0
174962,4564,1
174963,6605,1
174964,5781,0
174965,1300,0
174966,3061,1
174967,2093,0
174967,17017,1
174967,416929,0
174968,4598,1
174968,417240,0
174969,115043,1
174970,637,1
174971,1500,0
174972,4145,0
174972,417211,0
174973,4145,0
174973,417211,0
174974,4145,0
174974,417211,0
174975,5651,0
174975,417290,0
174976,5651,0
174976,417290,0
174977,4157,1
174979,4720,1
174980,2295,1
174981,5447,1
174981,5630,0
174981,416624,0
174982,6605,1
174983,6696,1
174984,15262,1
174985,4462,1
174986,238,1
174986,30280,0
174987,8158,1
174988,13810,1
174990,3459,1
174991,4132,1
174992,4887,0
174995,5242,0
174997,2510,1
174998,5867,1
174999,139990,1
175001,1730,1
175002,142748,1
175002,416144,0
175003,1894,1
175004,4071,0
175005,2621,1
175006,275,0
175006,40448,0
175006,417365,0
175008,38986,1
175009,4406,0
175009,417230,0
175010,14108,1
175011,26654,1
175012,46553,1
175013,5161,1
175014,129,1
175015,6833,1
175016,337,0
175016,417019,0
175017,25032,1
175018,8158,1
175019,906,0
175019,416788,0
175019,417054,0
175020,4591,1
175020,96411,1
175021,5769,1
175022,5305,1
175023,1382,1
175024,863,1
175025,143389,1
175026,3453,1
175027,6619,1
175028,4352,0
175030,6830,1
175031,6153,1
175033,6915,0
175033,417355,0
175034,1436,0
175034,417076,0
175035,13049,1
175036,3938,1
175036,5711,0
175036,416737,0
175037,114294,1
175038,14988,1
175039,12376,1
175040,72778,1
175041,3714,0
175042,2809,1
175044,1500,0
175044,417082,0
175045,6552,1
175046,75731,0
175046,102711,1
175047,22077,0
175048,2430,1
175049,4387,1
175050,22406,1
175052,13709,1
175053,3095,0
175054,4465,0
175054,417234,0
175055,12887,1
175056,2377,1
175057,4248,0
175057,120801,1
175058,2610,1
175059,5910,1
175059,72902,1
175060,1416,1
175061,2344,1
175061,5017,1
175063,4857,1
175064,278,1
175065,328,0
175065,1576,1
175065,139863,1
175065,290269,1
175066,11989,1
175067,2650,1
175068,4223,0
175068,7941,0
175068,416144,0
175068,416315,0
175068,416338,0
175068,416354,0
175068,417215,0
175068,417397,0
175071,125021,1
175072,1731,1
175073,25198,1
175074,4270,0
175074,417223,0
175076,2061,0
175076,417102,0
175077,4145,0
175077,417211,0
175078,5651,0
175079,4591,0
175079,416248,0
175079,417238,0
175080,3929,0
175080,417193,0
175081,875,0
175081,416592,0
175083,4091,0
175085,6,1
175086,5735,1
175087,8404,0
175087,417413,0
175088,2061,0
175089,3929,0
175089,417193,0
175090,4175,0
175091,4040,1
175093,5159,0
175094,2061,0
175099,4424,1
175099,9628,0
175099,15630,0
175100,7302,0
175100,15944,0
175100,416587,0
175101,139855,1
175102,13851,1
175103,5513,1
175104,59803,1
175106,1434,1
175106,141731,0
175107,14173,1
175108,37534,1
175109,1845,0
175110,26010,1
175111,118298,1
175112,39267,1
175113,7702,1
175115,1098,1
175116,2651,1
175117,6285,1
175118,5161,1
175119,8158,1
175120,37335,1
175122,3311,1
175123,1649,1
175124,2215,1
175125,72634,1
175126,25102,1
175127,13954,1
175128,37025,1
175129,71523,1
175130,6964,0
175130,417358,0
175131,126754,1
175132,126520,1
175133,3046,1
175133,120544,1
175134,146648,1
175135,13318,1
175136,26551,1
175137,2225,1
175138,3004,1
175140,2025,1
175141,37051,1
175142,14043,1
175143,140824,1
175144,1246,1
175144,125477,1
175145,72714,1
175147,17181,1
175149,39074,1
175150,17578,1
175151,39404,1
175152,2398,1
175153,5213,1
175155,2555,1
175156,125539,1
175157,26756,1
175158,2140,1
175159,3052,1
175160,37881,1
175161,1382,1
175161,26413,1
175161,37555,1
175162,4023,0
175163,38631,1
175164,26654,1
175165,26288,1
175166,5252,0
175166,416161,0
175166,417004,0
175168,6322,1
175168,27561,1
175169,438,1
175171,2061,0
175172,3146,0
175172,417156,0
175173,13938,1
175174,4306,1
175175,8158,1
175176,4379,1
175176,177466,0
175177,5252,0
175177,416161,0
175178,4248,0
175178,417218,0
175179,11756,1
175180,7521,1
175180,113894,1
175181,6404,1
175182,143471,1
175183,1773,1
175184,25817,1
175185,5132,1
175185,30280,0
175185,416309,0
175186,17186,1
175187,81180,1
175187,416144,0
175188,189,1
175190,3474,0
175190,416281,0
175190,416305,0
175190,417003,0
175191,141990,1
175192,1444,1
175193,259,1
175193,416144,0
175194,4532,1
175195,14144,1
175196,3004,1
175197,943,1
175198,6179,1
175199,4580,1
175200,3351,1
175201,12768,1
175202,3882,1
175203,72199,1
175205,17153,1
175206,38057,1
175207,80619,1
175209,4406,0
175209,417230,0
175210,25102,1
175211,3822,1
175212,6740,1
175213,37797,1
175215,1106,1
175216,4677,1
175217,27567,1
175218,362,1
175219,14050,1
175220,19530,1
175221,1365,1
175222,26010,1
175223,2762,1
175223,416144,0
175224,3910,1
175225,30280,0
175225,83499,1
175227,4071,0
175228,388,1
175229,6392,1
175230,72310,1
175231,121192,1
175232,25739,1
175232,416144,0
175234,2061,0
175234,417102,0
175235,22316,1
175236,18661,1
175237,2093,0
175237,17017,1
175237,416928,0
175238,371,1
175239,2061,0
175239,417102,0
175240,4112,1
175243,5649,1
175244,13821,1
175244,30280,0
175245,30280,0
175245,124499,1
175246,5834,0
175246,113616,1
175247,5618,1
175248,5651,0
175249,5781,0
175252,3474,0
175252,416284,0
175252,417003,0
175253,1732,0
175254,5744,0
175254,417302,0
175255,2093,0
175255,17017,1
175255,416928,0
175255,417104,0
175256,2078,1
175257,26070,1
175258,4591,0
175258,416246,0
175258,416266,0
175258,417238,0
175259,7004,1
175259,114246,1
175260,27272,1
175261,6025,1
175262,875,0
175262,416592,0
175262,416598,0
175262,417050,0
175264,11989,1
175265,102012,1
175266,26329,1
175267,1900,1
175268,2654,1
175269,189,1
175271,1461,1
175271,7873,0
175271,416826,0
175272,1382,0
175273,5757,1
175273,7873,0
175273,416828,0
175274,123231,1
175276,7521,0
175276,417385,0
175278,57210,1
175279,107064,1
175280,4259,0
175280,417221,0
175281,74426,1
175282,5318,1
175282,417281,0
175283,6428,1
175283,416881,0
175284,737,1
175285,27359,1
175285,416144,0
175286,4459,1
175287,38084,1
175288,5651,0
175289,3770,1
175290,22355,1
175291,26978,1
175292,118,0
175293,4248,0
175293,417218,0
175294,27393,1
175295,1728,1
175296,3355,0
175296,417167,0
175298,527,0
175298,4449,0
175298,5647,0
175299,749,1
175300,2345,1
175301,6247,1
175302,578,1
175305,2295,1
175306,142537,1
175307,853,1
175308,4717,0
175308,5833,1
175311,3194,1
175312,140714,1
175313,2302,1
175313,21134,1
175313,28555,1
175314,4123,0
175315,3025,1
175316,124572,1
175318,4591,1
175318,96412,1
175318,312228,1
175318,416235,0
175319,1599,1
175320,4813,1
175320,8117,0
175320,416770,0
175321,2086,1
175321,144266,1
175321,416692,0
175321,417103,0
175322,115085,1
175323,73157,1
175324,4909,1
175326,13877,1
175326,416144,0
175327,3243,1
175329,1770,1
175330,1786,0
175330,416867,0
175331,3474,0
175331,115299,1
175331,416269,0
175332,664,0
175332,417031,0
175333,3353,1
175333,23553,1
175334,400,1
175335,122286,1
175335,416144,0
175336,1796,1
175337,69765,1
175338,1382,0
175338,417068,0
175339,6918,1
175341,1632,0
175342,5394,1
175343,13987,1
175344,2928,0
175344,416915,0
175344,417141,0
175345,3693,1
175346,3051,1
175347,53930,1
175348,2531,1
175349,39059,1
175350,5724,0
175350,417298,0
175351,6380,1
175352,4897,1
175354,120230,1
175355,17149,1
175356,17762,1
175357,4011,1
175357,5693,1
175359,4071,0
175359,417205,0
175360,100126,1
175360,131230,1
175361,25696,1
175363,29429,0
175363,417447,0
175365,6570,1
175366,124702,1
175367,2811,1
175371,14778,1
175373,4108,1
175374,5711,0
175374,16808,1
175374,416740,0
175375,17759,1
175376,4406,0
175377,1766,1
175378,25905,1
175379,3954,1
175380,7401,0
175381,5651,0
175381,416509,0
175385,906,0
175385,1546,1
175385,416786,0
175385,417054,0
175386,1446,0
175386,417078,0
175387,14564,1
175388,6428,0
175388,417341,0
175389,5747,1
175391,4591,0
175391,416247,0
175391,417238,0
175392,4302,0
175393,6861,0
175393,417353,0
175394,959,1
175395,4647,0
175396,3559,1
175397,8404,0
175397,417413,0
175398,6719,1
175399,5681,0
175401,638,0
175401,417029,0
175402,142559,1
175403,4591,0
175403,416241,0
175404,25513,1
175405,3029,0
175405,188482,0
175405,195855,0
175405,416121,0
175405,417150,0
175405,417448,0
175405,417472,0
175405,417474,0
175406,6326,1
175407,5325,1
175408,5045,1
175409,3351,1
175410,525,1
175413,5724,0
175414,238,1
175414,30280,0
175414,121992,1
175415,3838,1
175416,4879,0
175416,417258,0
175417,1955,1
175418,4591,0
175418,416247,0
175418,416266,0
175418,417238,0
175419,4071,0
175420,1633,1
175420,5276,1
175421,4647,0
175421,417243,0
175422,124,0
175422,417006,0
175423,116,1
175424,14224,1
175425,5252,0
175425,416161,0
175425,417004,0
175426,4454,1
175427,3014,1
175427,30371,0
175427,77887,0
175428,14028,1
175429,83082,1
175430,31842,1
175431,4598,1
175431,417240,0
175432,121123,1
175433,5907,1
175438,13825,1
175439,4223,0
175439,7941,0
175439,120854,0
175439,416144,0
175439,416315,0
175439,417397,0
175441,2061,0
175441,417102,0
175442,7965,0
175442,417398,0
175444,6247,1
175446,12026,1
175446,90899,1
175447,12887,1
175448,1796,1
175449,6858,1
175451,6964,0
175451,417358,0
175452,22522,1
175453,140665,1
175454,1400,0
175454,417072,0
175455,49126,1
175456,2573,1
175457,6613,1
175459,308,1
175461,4041,1
175462,2917,0
175462,6845,1
175462,13597,0
175463,1079,1
175464,189,1
175464,2421,1
175465,5089,0
175466,5651,0
175466,417290,0
175468,4650,0
175468,416703,0
175469,3638,1
175470,2843,1
175470,3046,0
175472,8404,0
175473,19465,1
175476,144328,1
175477,4880,0
175477,417259,0
175478,8534,0
175478,417414,0
175479,4909,1
175480,12519,0
175480,417428,0
175481,119076,1
175482,5165,1
175483,114085,1
175484,4091,1
175484,100249,1
175485,3423,1
175486,5086,1
175487,6778,1
175489,1601,0
175489,2873,0
175489,417089,0
175490,13893,1
175492,4145,0
175492,417211,0
175493,1896,0
175493,417099,0
175494,97996,1
175495,117163,1
175497,5033,0
175497,417267,0
175498,3436,0
175498,94087,1
175500,16828,1
175501,144232,1
175502,101909,1
175504,4071,0
175504,416845,0
175504,417205,0
175505,4071,0
175505,416845,0
175505,417205,0
175506,8940,1
175507,108139,1
175508,4259,0
175509,13353,1
175510,2377,1
175512,2826,0
175513,3670,1
175514,7401,0
175515,11658,1
175515,136962,1
175519,1666,1
175520,1478,1
175521,6158,1
175521,13678,1
175522,5930,0
175523,8158,1
175524,40343,1
175525,96368,1
175526,7359,1
175527,43651,1
175528,2199,1
175529,110560,1
175530,1577,1
175531,288,0
175531,416955,0
175531,417016,0
175532,97941,1
175533,2070,1
175534,4240,1
175535,5910,1
175536,1569,1
175537,2858,1
175538,2587,1
175539,26923,1
175540,7175,0
175540,417369,0
175541,3972,1
175542,7011,1
175543,5524,1
175544,43195,1
175546,3473,0
175546,9793,1
175546,39589,0
175547,723,1
175548,118,0
175549,12503,1
175551,6411,1
175552,72199,1
175553,7276,1
175553,96859,1
175554,911,0
175557,80618,1
175558,3832,1
175559,5888,1
175560,3847,0
175561,4591,0
175561,416255,0
175561,417238,0
175562,1697,1
175562,97342,1
175566,6900,1
175567,5046,1
175568,16921,1
175569,27601,1
175570,5933,1
175571,5207,1
175574,1829,1
175575,1783,1
175577,2263,1
175578,26966,1
175579,5681,0
175579,417292,0
175581,16147,1
175582,3896,1
175584,371,1
175587,27193,1
175589,38353,1
175590,5907,1
175591,14028,1
175592,384,1
175594,5302,1
175597,2295,1
175599,13845,1
175600,24902,1
175601,22412,1
175603,6243,1
175608,2082,1
175609,93275,1
175610,4186,1
175611,718,1
175612,3061,1
175613,682,1
175614,17299,1
175615,2882,0
175615,417138,0
175616,1318,0
175618,1253,0
175621,6690,1
175622,7175,0
175622,417369,0
175623,14014,1
175624,6964,0
175624,417358,0
175625,3773,1
175626,6158,0
175626,417329,0
175627,1874,1
175628,85536,1
175629,963,1
175632,1503,0
175632,417083,0
175633,26072,1
175634,1085,1
175635,122661,1
175636,17415,1
175637,26772,1
175638,733,1
175639,95868,1
175641,288,0
175641,416953,0
175643,2406,0
175643,417116,0
175644,2842,1
175645,17401,1
175646,4248,0
175646,25813,1
175647,3474,0
175647,416285,0
175647,416306,0
175647,417003,0
175648,4598,1
175649,3563,1
175650,5319,1
175650,177466,0
175651,3712,1
175652,4141,1
175654,44021,1
175655,6827,1
175656,4021,1
175658,90900,1
175659,4082,0
175659,7873,0
175660,1269,1
175662,328,0
175662,8225,0
175662,416982,0
175663,123375,1
175664,963,1
175665,2882,0
175665,417138,0
175666,4745,1
175667,6131,0
175667,417326,0
175668,13938,1
175669,723,1
175670,4006,0
175670,31468,0
175670,416846,0
175670,417450,0
175671,3474,0
175671,416286,0
175672,1596,0
175672,417087,0
175673,5769,1
175674,12771,1
175675,27040,1
175676,694,1
175677,3474,0
175677,21355,1
175677,416271,0
175678,4704,0
175678,91701,1
175678,128135,1
175679,1962,1
175680,2061,0
175680,417102,0
175681,2061,0
175682,6721,1
175683,4259,0
175683,417221,0
175684,14003,1
175685,99,1
175685,18071,0
175686,14733,1
175687,4072,1
175688,3607,1
175689,5834,0
175689,417311,0
175690,6977,1
175690,7463,0
175690,416922,0
175691,13309,1
175691,14103,1
175692,4066,0
175693,13378,1
175694,8280,1
175695,2641,0
175695,417126,0
175696,4376,1
175697,1876,1
175700,5837,0
175702,119409,1
175702,417431,0
175705,2492,0
175706,15217,1
175707,5021,1
175707,417266,0
175708,1095,1
175709,5724,0
175709,417298,0
175710,2654,1
175712,4441,1
175713,4863,0
175713,290999,0
175713,416503,0
175713,417256,0
175715,1943,1
175716,1881,0
175716,30280,0
175716,416314,0
175716,416327,0
175717,107422,1
175718,5606,0
175718,8161,1
175718,417287,0
175719,17556,1
175720,99506,1
175721,6970,1
175722,4145,0
175723,6259,1
175725,18849,1
175726,880,0
175727,4145,0
175729,2491,0
175729,417119,0
175731,12845,1
175732,107972,1
175733,4598,1
175734,103313,1
175735,7463,0
175735,416920,0
175736,4091,0
175736,417207,0
175737,1766,1
175739,30280,0
175739,142827,1
175740,7401,0
175741,4302,0
175742,4302,0
175742,417225,0
175743,4091,0
175745,3146,0
