hotel_id,destination_id,surroundings
168059,106600,1
168061,7926,0
168061,97579,1
168061,416711,1
168063,98733,1
168065,7926,0
168065,97651,1
168065,133925,1
168066,22384,1
168067,45397,1
168067,100567,1
168068,140860,1
168069,3888,1
168069,93430,1
168070,15299,1
168071,126653,1
168072,113830,1
168073,111304,1
168074,100587,1
168075,101143,1
168077,3445,1
168077,100568,1
168078,110975,1
168079,145303,1
168080,6114,1
168080,97059,1
168080,342641,1
168082,99439,1
168083,6975,1
168084,100355,1
168085,20963,1
168086,664,1
168086,20592,1
168087,97732,1
168088,3754,1
168089,140769,1
168090,23110,1
168090,107677,1
168091,101174,1
168092,143865,1
168092,416144,0
168093,6149,1
168093,105288,1
168094,143967,1
168095,140044,1
168096,127237,1
168097,113679,1
168098,4592,1
168098,101220,1
168099,4592,1
168099,101244,1
168099,130541,1
168099,309159,1
168100,3751,1
168101,130007,1
168102,20815,1
168103,101418,1
168104,144081,1
168104,144171,1
168106,81731,1
168107,36842,1
168108,25421,1
168108,140502,1
168108,416144,0
168109,94828,1
168110,100619,1
168113,617,1
168113,101055,1
168114,143966,1
168115,124195,1
168115,416144,0
168117,9628,1
168117,105470,1
168117,261698,1
168118,870,1
168118,105622,1
168120,16872,1
168121,19036,1
168122,142692,1
168123,94835,1
168124,95055,1
168124,298741,1
168126,101051,1
168127,94930,1
168128,19002,1
168129,94828,1
168130,81731,1
168131,40628,1
168132,144144,1
168133,19036,1
168134,6743,1
168135,20984,1
168137,81731,1
168139,81491,1
168140,20238,1
168142,97766,1
168143,99003,1
168144,19002,1
168146,668,1
168147,106608,1
168148,108855,1
168149,85884,1
168151,101672,1
168151,101688,1
168153,18982,1
168154,38837,1
168155,38610,1
168155,416144,0
168156,95029,1
168157,129190,1
168158,107703,1
168159,32613,1
168159,36761,1
168160,18916,1
168161,94902,1
168162,4617,1
168163,144441,1
168163,416144,0
168164,123767,1
168165,98351,1
168166,101858,1
168167,109386,1
168168,143883,1
168170,98956,1
168171,95720,1
168173,4585,1
168174,94816,1
168175,143508,1
168176,74571,1
168177,94785,1
168178,128951,1
168179,95664,1
168180,144191,1
168180,416144,0
168181,100360,1
168182,49628,1
168183,101419,1
168184,74513,1
168185,96571,1
168186,19574,1
168187,140222,1
168188,20749,1
168189,113811,1
168190,139944,1
168191,97354,1
168193,97314,1
168194,143997,1
168196,19129,1
168197,2722,1
168198,100496,1
168199,19002,1
168200,37351,1
168201,5070,1
168203,101177,1
168204,101177,1
168205,37351,1
168206,121444,1
168207,99610,1
168208,101827,1
168209,72205,1
168210,99787,1
168211,97032,1
168212,98772,1
168213,27651,1
168214,91175,1
168215,85750,1
168216,98496,1
168217,98855,1
168218,783,0
168218,86067,1
168218,416700,0
168219,3780,1
168220,15543,1
168220,131074,1
168221,95021,1
168222,110721,1
168223,20815,1
168224,3780,1
168225,144183,1
168226,982,1
168227,113659,1
168228,18916,1
168229,36770,1
168233,115475,1
168234,100522,1
168235,6608,1
168236,101968,1
168237,126715,1
168238,97734,1
168239,102240,1
168240,104326,1
168240,261621,1
168242,73570,1
168244,37647,1
168245,104349,1
168245,107214,1
168246,143789,1
168247,139989,1
168248,113722,1
168249,102013,1
168250,22731,1
168251,100937,1
168252,98832,1
168252,98839,1
168253,101370,1
168255,37832,1
168256,103263,1
168258,100980,1
168259,109940,1
168260,127395,1
168261,86051,1
168263,26301,1
168264,101249,1
168265,42420,1
168266,8190,1
168266,81652,1
168267,118492,1
168269,109370,1
168270,105299,1
168271,19002,1
168272,94845,1
168273,102144,1
168274,100115,1
168275,101294,1
168276,100955,1
168277,8038,1
168279,145101,1
168280,143798,1
168281,38570,1
168282,92453,1
168283,6810,1
168284,98806,1
168285,104177,1
168287,4289,1
168288,20952,1
168290,6975,1
168291,101337,1
168292,20873,1
168293,7926,0
168293,97663,1
168295,6966,1
168296,105281,1
168296,105300,1
168297,110000,1
168298,5682,1
168300,105620,1
168301,124142,1
168301,416144,0
168302,123870,1
168303,18982,1
168304,99614,1
168305,8102,1
168305,100363,1
168306,145153,1
168307,2969,1
168308,49628,1
168310,142261,1
168311,101444,1
168312,106654,1
168313,94991,1
168314,101562,1
168317,4204,1
168318,74550,1
168319,100524,1
168320,119706,1
168321,111212,1
168323,22463,1
168323,105626,1
168324,111409,1
168325,19030,1
168326,101251,1
168328,94800,0
168330,19030,1
168331,118277,1
168332,92581,1
168333,45197,1
168333,85885,1
168334,140006,1
168335,124574,1
168336,88399,1
168336,111288,1
168336,111306,1
168339,127099,1
168340,101165,1
168341,110797,1
168342,38020,1
168343,105140,1
168344,106850,1
168345,102298,1
168346,19137,1
168347,74550,1
168348,127370,1
168349,105916,1
168350,86019,1
168351,102282,1
168352,6986,1
168353,74513,1
168354,987,1
168354,101065,1
168355,6586,1
168356,20581,1
168357,13722,1
168360,102210,1
168361,94892,1
168362,105303,1
168363,38020,1
168364,100362,1
168365,144397,1
168366,38582,1
168366,119515,1
168367,100414,1
168368,45183,1
168369,86591,1
168372,145251,1
168373,100479,1
168375,74550,1
168376,101596,1
168376,101606,1
168377,122409,1
168377,416144,0
168378,94873,1
168379,101010,1
168380,8190,1
168380,106482,1
168380,327405,1
168380,345393,1
168381,13722,1
168382,119163,1
168383,8190,1
168383,106583,1
168384,101638,1
168385,99668,1
168386,2705,1
168387,101393,1
168388,143624,1
168391,4592,1
168391,101220,1
168391,130541,1
168392,105315,1
168393,5126,1
168393,98219,1
168394,5386,0
168394,144023,1
168395,822,1
168395,106241,1
168396,19535,1
168397,143905,1
168398,100466,1
168399,113686,1
168400,3366,1
168401,99680,1
168402,99190,1
168403,101066,1
168404,42968,1
168405,113603,1
168405,113610,1
168406,100620,1
168407,92668,1
168408,144019,1
168409,101257,1
168410,129891,1
168411,106615,1
168412,43158,1
168413,129891,1
168414,85921,1
168415,6080,1
168416,95029,1
168417,144129,1
168418,110784,1
168419,19019,1
168420,19159,1
168421,25064,1
168422,19036,1
168424,19036,1
168425,111304,1
168426,101867,1
168427,19574,1
168428,111391,1
168429,37832,1
168430,145050,1
168431,116165,1
168433,94929,1
168434,100856,1
168436,49628,1
168437,19020,1
168439,118182,1
168440,144106,1
168442,94775,1
168443,74550,1
168444,140222,1
168445,95000,1
168446,126849,1
168447,8190,1
168447,11665,1
168448,42361,1
168449,100031,1
168450,97323,1
168451,97788,1
168452,116620,1
168453,116628,1
168454,144421,1
168455,86591,1
168456,101332,1
168457,108114,1
168458,108106,1
168459,108105,1
168460,94263,1
168461,100467,1
168463,119383,1
168464,36616,1
168465,15299,1
168466,19036,1
168467,101830,1
168468,5257,1
168468,7926,0
168468,20456,1
168469,5781,0
168469,24207,1
168470,118347,0
168472,22684,1
168473,107169,1
168474,140006,1
168475,64935,1
168477,107169,1
168478,139944,1
168479,6422,1
168480,101951,1
168482,100268,1
168483,102205,1
168484,98937,1
168484,98972,1
168485,109733,1
168486,100505,1
168487,101218,1
168488,100422,1
168489,1384,1
168490,89362,1
168493,127,1
168495,19521,1
168495,102230,1
168496,38104,1
168497,100526,1
168497,100542,1
168497,264005,1
168498,95173,1
168498,296808,1
168499,101265,1
168500,111320,1
168501,97180,1
168502,98865,1
168503,104349,1
168503,107214,1
168503,136040,1
168504,109903,1
168506,100815,1
168507,114321,1
168508,100613,1
168509,111283,1
168511,38268,1
168511,416144,0
168512,101139,1
168513,20342,1
168514,37545,1
168515,7754,1
168515,111423,1
168516,7926,0
168516,97671,1
168517,117679,1
168518,140642,1
168518,416144,0
168519,108651,1
168521,99602,1
168522,102162,1
168523,19041,1
168524,36780,1
168525,27196,1
168526,117748,1
168527,116293,1
168528,117843,1
168529,27196,1
168530,89381,1
168532,98642,1
168533,21085,1
168533,117339,1
168534,4351,1
168534,116698,1
168535,5595,1
168536,105508,1
168537,3041,1
168538,113735,1
168539,5595,1
168540,115930,1
168541,116711,1
168542,101255,1
168543,32495,1
168544,111278,1
168545,61028,1
168546,103251,1
168547,5070,1
168548,144068,1
168549,105449,1
168550,101680,1
168551,106953,1
168553,100530,1
168554,102973,1
168555,19370,1
168555,100640,1
168557,19370,1
168557,100640,1
168558,86084,1
168560,143482,1
168561,143934,1
168562,101522,1
168563,116709,1
168564,43429,1
168565,110742,1
168567,117680,1
168569,62452,1
168571,100103,1
168572,7926,0
168572,97663,1
168573,7068,1
168576,108859,1
168577,5595,1
168578,19574,1
168578,101338,1
168579,5595,1
168580,116698,1
168581,19235,0
168582,39428,1
168583,4654,1
168584,45203,1
168585,14631,1
168585,126257,1
168585,145262,1
168586,145263,1
168587,36704,1
168588,5595,1
168589,117219,1
168590,5595,1
168591,100417,1
168592,13722,1
168593,5310,1
168593,100511,1
168593,275445,1
168594,101227,1
168595,43520,1
168597,8093,1
168597,106150,1
168597,106155,1
168598,73964,1
168599,907,1
168600,106155,1
168600,290695,1
168601,100719,1
168603,100527,1
168604,118408,1
168605,92504,1
168606,100612,1
168608,111295,1
168609,105913,1
168610,105890,1
168611,281480,1
168611,417389,0
168612,107133,1
168613,106343,1
168614,106282,1
168615,106282,1
168616,9628,0
168616,104803,1
168617,106882,1
168618,22384,1
168619,22384,1
168620,105286,1
168621,265,1
168622,29256,1
168623,105922,0
168623,339020,0
168624,105350,1
168625,6007,1
168625,8190,1
168626,107114,1
168627,106673,1
168628,41731,1
168629,107120,1
168630,106985,1
168631,106287,1
168632,106282,1
168633,107134,1
168634,106850,1
168635,22408,1
168636,106881,1
168638,107201,1
168639,8060,1
168639,105698,1
168640,29256,1
168641,29333,1
168642,105563,1
168643,106245,1
168644,7591,1
168644,107143,1
168645,106796,1
168646,107104,1
168649,96780,1
168650,104940,1
168651,106255,1
168652,106673,1
168654,41731,1
168655,75209,1
168656,99441,1
168657,98812,1
168658,98945,1
168659,98938,1
168660,98831,1
168661,98954,1
168662,99356,1
168663,97360,1
168664,98250,1
168665,7870,1
168666,98604,1
168667,99213,1
168668,5152,1
168668,99174,1
168669,99234,1
168670,98098,1
168671,98018,1
168672,98026,1
168674,98189,1
168676,4469,1
168676,99015,1
168677,7926,0
168677,238417,1
168678,99040,1
168679,98990,1
168680,106932,1
168681,106925,1
168682,106077,1
168683,98382,1
168684,20660,1
168685,97845,1
168687,98219,1
168688,826,1
168688,99057,1
168689,99394,1
168690,99014,1
168692,99175,1
168694,98598,1
168694,132941,1
168695,98813,1
168696,7926,0
168696,97489,1
168697,7926,0
168697,97487,1
168698,99758,1
168699,99519,1
168700,97946,1
168701,99436,1
168702,98700,1
168703,98723,1
168705,104716,1
168706,281480,1
168706,417389,0
168707,107103,1
168709,105102,1
168710,9757,1
168711,41731,1
168712,106854,1
168713,105848,1
168714,105913,1
168715,104359,1
168716,104356,1
168717,106114,1
168718,2363,1
168718,105286,1
168719,281852,1
168720,106320,1
168721,6467,0
168722,106285,1
168723,92605,1
168724,92857,1
168725,106250,1
168726,105389,1
168727,5100,1
168728,106108,1
168729,105492,1
168730,99293,1
168731,106619,1
168732,4166,1
168732,98070,1
168733,98814,1
168735,97383,1
168736,103150,1
168737,92697,1
168738,108941,1
168739,22384,1
168740,105564,1
168742,106709,1
168744,106322,1
168745,106966,1
168746,99599,1
168747,105416,1
168748,105864,1
168749,1409,1
168752,98991,1
168753,106656,1
168755,100471,1
168756,7926,0
168756,150744,1
168757,101525,1
168758,101527,1
168759,3024,1
168760,22850,0
168761,105286,1
168763,5640,1
168764,114185,1
168765,98584,1
168765,98608,1
168766,105757,1
168767,106114,1
168768,106611,1
168769,105561,1
168770,75209,1
168771,22604,1
168772,56698,1
168773,101070,1
168774,100101,1
168775,100804,1
168776,98809,1
168778,99056,1
168779,99991,1
168780,102061,1
168781,74569,1
168782,100800,1
168783,100808,1
168784,98992,1
168785,93213,1
168786,86019,1
168788,106765,1
168789,106107,1
168790,43656,1
168791,101527,1
168792,112938,1
168793,22303,1
168795,42166,1
168795,168196,1
168796,106321,1
168797,100807,1
168798,102059,1
168798,191520,0
168799,105756,1
168800,104881,1
168802,106693,1
168803,97088,1
168804,106220,1
168805,107173,1
168806,105403,1
168807,105505,1
168808,105611,1
168809,4797,1
168809,8190,1
168809,106529,1
168810,43384,1
168811,106177,1
168812,22867,1
168813,102248,1
168814,105264,1
168815,100585,1
168816,57264,1
168816,102837,1
168817,22867,1
168818,614,1
168818,102250,1
168819,100639,1
168820,105349,1
168821,8150,1
168821,106826,1
168822,105533,1
168823,100102,1
168824,92628,1
168824,127765,1
168825,3576,1
168825,105178,1
168826,104940,1
168827,99567,1
168828,96576,1
168829,22303,1
168830,30579,1
168831,22418,1
168832,105506,1
168833,44252,1
168834,100642,1
168835,97324,1
168836,5101,1
168836,106250,1
168837,106114,1
168839,105761,1
168840,107105,1
168841,1930,1
168841,20417,1
168842,105763,1
168843,100844,1
168845,20394,1
168847,1739,1
168847,9628,0
168848,100185,1
168849,9628,0
168849,60744,1
168850,100108,1
168851,105734,1
168852,100277,1
168853,104326,1
168854,105916,1
168855,99604,1
168856,100008,1
168857,99077,1
168858,98365,1
168859,99469,1
168860,22850,1
168860,106152,1
168861,90659,1
168862,106091,1
168863,4034,1
168864,114132,1
168865,105181,1
168866,105559,1
168866,150811,1
168867,95353,1
168868,106855,1
168869,81546,1
168870,106316,1
168871,22333,1
168872,95345,1
168873,97763,1
168874,101037,1
168875,110396,1
168876,97372,1
168877,57264,1
168878,105724,1
168879,105875,1
168880,112090,1
168881,29321,1
168882,105405,1
168883,105334,1
168884,98712,1
168885,98362,1
168886,102850,1
168887,106315,1
168888,29321,1
168890,98189,1
168891,106746,1
168892,106222,1
168893,101250,1
168894,101100,1
168895,112949,1
168896,101072,1
168898,22384,1
168899,98175,1
168900,112612,1
168901,112876,1
168903,103100,1
168904,6544,1
168904,9628,0
168905,391,1
168906,108563,1
168907,108578,1
168908,95681,1
168909,109948,1
168911,102750,1
168912,8117,1
168912,107187,1
168913,111359,1
168914,14781,1
168914,116492,1
168915,108923,1
168916,1480,1
168917,5386,0
168917,37083,1
168918,94830,1
168919,116564,1
168920,105389,1
168921,144077,1
168924,22954,1
168925,128989,1
168926,101445,1
168927,121140,1
168928,144106,1
168929,86229,1
168931,3576,1
168931,4160,1
168932,106798,1
168933,106223,1
168934,127116,1
168937,100779,1
168938,36704,1
168939,94816,1
168940,3929,1
168940,105690,1
168942,45225,1
168943,105146,1
168946,65286,1
168947,100949,1
168948,19548,1
168949,101695,1
168952,100625,1
168953,6422,1
168954,140044,1
168955,107013,1
168957,102800,1
168958,18916,1
168959,30221,1
168959,128251,1
168960,18916,1
168961,109551,1
168962,2591,1
168963,102300,1
168964,105398,1
168965,145274,1
168966,19548,1
168967,145274,1
168968,113603,1
168969,100435,1
168970,40628,1
168971,19451,1
168972,102173,1
168973,144133,1
168974,105501,1
168976,100585,1
168978,106220,1
168979,101692,1
168980,108924,1
168982,98096,1
168983,2924,1
168983,103698,1
168984,19259,1
168984,95595,1
168985,128980,1
168985,159076,1
168986,1955,1
168988,95054,1
168989,29321,1
168989,105332,1
168990,91040,0
168991,96963,1
168992,101332,1
168993,108799,1
168994,94628,1
168994,129213,1
168996,101679,1
168996,130200,1
168997,144130,1
168999,21262,1
169001,93817,1
169001,129214,1
169002,144550,1
169003,115096,1
169004,101446,1
169006,118124,1
169007,101509,1
169008,98700,1
169009,110746,1
169010,101236,1
169011,127086,1
169012,113772,1
169013,64030,1
169014,38814,1
169014,124683,1
169016,100481,1
169016,131153,1
169017,102056,1
169018,100480,1
169020,98857,1
169021,339351,1
169022,101868,1
169023,93866,1
169026,67376,1
169027,74559,1
169028,40765,1
169030,101601,1
169031,102125,1
169032,5003,1
169033,3765,1
169035,100776,1
169036,91175,1
169037,18982,1
169038,105913,1
169039,41731,1
169040,22384,1
169041,22384,1
169042,106833,1
169043,106833,1
169044,105306,1
169045,86251,1
169047,105913,1
169048,44737,1
169049,98808,1
169051,98154,1
169052,97225,1
169053,97262,1
169054,20725,1
169056,100034,1
169057,96575,1
169058,99307,1
169059,99051,1
169060,75257,1
169060,264394,1
169062,7926,0
169062,97551,1
169063,99466,1
169063,260790,1
169064,97552,1
169065,7926,0
169065,97507,1
169066,99743,1
169067,114178,1
169068,105190,1
169069,101076,1
169070,293,1
169070,5638,1
169070,106960,1
169071,8038,1
169071,100098,1
169072,98041,1
169073,45533,1
169075,22850,0
169076,102053,1
169076,191520,0
169077,109546,1
169078,102247,1
169079,57431,1
169080,41731,1
169081,8190,1
169081,81663,1
169082,101260,1
169083,105501,1
169084,101479,1
169085,4083,1
169085,98765,1
169085,363255,1
169086,97297,1
169087,7926,0
169087,97676,1
169088,98066,1
169089,97187,1
169090,98188,1
169091,99522,1
169092,105548,1
169093,41813,1
169094,99515,1
169095,106374,1
169096,99602,1
169097,98123,1
169098,93704,1
169099,106660,1
169100,799,1
169101,106620,1
169102,106077,1
169103,100035,1
169104,106781,1
169105,112444,1
169106,90128,1
169108,101297,1
169109,98610,1
169110,86019,1
169111,7926,0
169111,97513,1
169112,106659,1
169113,100850,1
169114,98815,1
169115,105563,1
169116,102205,1
169117,107134,1
169118,75923,1
169119,92799,1
169120,111114,1
169121,104356,1
169122,105981,1
169123,101041,1
169125,65188,1
169126,105548,1
169127,8190,1
169127,106486,1
169129,11693,1
169130,100991,1
169131,102173,1
169132,92642,1
169134,106282,1
169135,107106,1
169136,276946,1
169137,9628,0
169137,104808,1
169138,22101,1
169139,82845,1
169140,42522,1
169140,101180,1
169141,8038,1
169143,38062,1
169143,416144,0
169144,102173,1
169145,20445,1
169146,113533,1
169147,4270,1
169148,19567,1
169148,102034,1
169148,102057,1
169150,101318,1
169151,116698,1
169152,100449,1
169153,144130,1
169154,37630,1
169155,145273,1
169156,36786,1
169156,159125,1
169157,110721,1
169158,22384,1
169159,110926,1
169160,117622,1
169161,112634,1
169162,21262,1
169163,110747,1
169164,98773,1
169165,145145,1
169166,115079,1
169167,103264,1
169168,81576,1
169169,36640,1
169170,145099,1
169171,105548,1
169172,108116,1
169173,100515,1
169174,20342,1
169176,97765,1
169177,98194,1
169178,97408,1
169180,144563,1
169181,144129,1
169182,143917,1
169183,98234,1
169184,99992,1
169184,298793,1
169185,113805,1
169186,127393,1
169187,119383,1
169188,108802,1
169188,138199,1
169189,102059,1
169189,191520,0
169190,124062,1
169191,6621,1
169192,107159,1
169194,27651,1
169195,6995,1
169195,100532,1
169195,100541,1
169196,107586,1
169197,141693,1
169199,82845,1
169201,102173,1
169202,99394,1
169203,144840,1
169204,100705,1
169205,144086,1
169207,7575,1
169208,95705,1
169208,131306,1
169209,95885,1
169210,105566,1
169212,5690,1
169212,298824,0
169213,115164,1
169214,799,1
169215,106268,1
169216,124978,1
169217,117813,1
169218,143408,1
169221,143422,1
169222,783,0
169222,86067,1
169222,260919,1
169222,416700,0
169223,3553,0
169223,17791,1
169224,96253,1
169225,38570,1
169226,47217,1
